typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
A,19920101,1992,52,1992,12,DZA,Algeria,M,Import,0,W00,World,0,W00,World,H0,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12170650.0,False,-1,,,False,12170650.0,False,,False,7178261.0,,7178261.0,0,True,False,
A,19920101,1992,52,1992,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H0,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,119374.0,False,-1,,,False,119374.0,False,,False,,120488.0,120488.0,0,True,False,
A,19920101,1992,52,1992,36,AUS,Australia,X,Export,0,W00,World,0,W00,World,H0,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,128867.0,False,-1,,,False,128867.0,False,,False,,96553.0,96553.0,0,True,False,
A,19920101,1992,52,1992,68,BOL,Bolivia (Plurinational State of),X,Export,0,W00,World,0,W00,World,H0,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,316000.0,False,-1,,,False,316000.0,False,,False,,58644.0,58644.0,0,True,False,
A,19920101,1992,52,1992,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H0,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,55500.0,False,-1,,,False,55500.0,False,,False,68141.0,,68141.0,0,True,False,
A,19920101,1992,52,1992,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H0,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,91909000.0,False,-1,,,False,91909000.0,False,,False,,16905580.0,16905580.0,0,True,False,
A,19920101,1992,52,1992,84,BLZ,Belize,M,Import,0,W00,World,0,W00,World,H0,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,78.0,False,-1,,,False,78.0,False,,False,1508.0,,1508.0,0,True,False,
A,19920101,1992,52,1992,84,BLZ,Belize,X,Export,0,W00,World,0,W00,World,H0,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,37718928.0,False,-1,,,False,37718928.0,False,,False,,10264250.0,10264250.0,0,True,False,
A,19920101,1992,52,1992,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H0,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,845798.0,False,-1,,,False,845798.0,False,,False,384536.0,,384536.0,0,True,False,
A,19920101,1992,52,1992,12,DZA,Algeria,X,Export,0,W00,World,0,W00,World,H0,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,76839.0,False,-1,,,False,76839.0,False,,False,,66525.0,66525.0,0,True,False,
A,19920101,1992,52,1992,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H0,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,930903.0,False,-1,,,False,930903.0,False,,False,,2024849.0,2024849.0,0,True,False,
A,19920101,1992,52,1992,36,AUS,Australia,X,Export,0,W00,World,0,W00,World,H0,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,312.0,False,-1,,,False,312.0,False,,False,,1477.0,1477.0,0,True,False,
A,19920101,1992,52,1992,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H0,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,621313.0,False,-1,,,False,621313.0,False,,False,1081733.0,,1081733.0,0,True,False,
A,19920101,1992,52,1992,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H0,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,630024.0,False,-1,,,False,630024.0,False,,False,,919490.0,919490.0,0,True,False,
A,19920101,1992,52,1992,84,BLZ,Belize,M,Import,0,W00,World,0,W00,World,H0,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,250.0,False,-1,,,False,250.0,False,,False,345.0,,345.0,0,True,False,
A,19920101,1992,52,1992,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H0,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1299.0,False,-1,,,False,1299.0,False,,False,6787.0,,6787.0,0,True,False,
A,19920101,1992,52,1992,12,DZA,Algeria,M,Import,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,33620.0,False,-1,,,False,33620.0,False,,False,23097.0,,23097.0,0,True,False,
A,19920101,1992,52,1992,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,296614.0,False,-1,,,False,296614.0,False,,False,,717892.0,717892.0,0,True,False,
A,19920101,1992,52,1992,36,AUS,Australia,X,Export,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2640685.0,False,-1,,,False,2640685.0,False,,False,,4801031.0,4801031.0,0,True,False,
A,19920101,1992,52,1992,50,BGD,Bangladesh,M,Import,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,128433.0,False,-1,,,False,128433.0,False,,False,39444.0,,39444.0,0,True,False,
A,19920101,1992,52,1992,50,BGD,Bangladesh,X,Export,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14625.0,False,-1,,,False,14625.0,False,,False,,1785.0,1785.0,0,True,False,
A,19920101,1992,52,1992,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21.0,False,-1,,,False,21.0,False,,False,32.0,,32.0,0,True,False,
A,19920101,1992,52,1992,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9253954.0,False,-1,,,False,9253954.0,False,,False,,7062782.0,7062782.0,0,True,False,
A,19920101,1992,52,1992,84,BLZ,Belize,X,Export,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3062.0,False,-1,,,False,3062.0,False,,False,,22441.0,22441.0,0,True,False,
A,19920101,1992,52,1992,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,240124.0,False,-1,,,False,240124.0,False,,False,444399.0,,444399.0,0,True,False,
A,19920101,1992,52,1992,104,MMR,Myanmar,X,Export,0,W00,World,0,W00,World,H0,HS,True,80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,,False,,False,,False,,3822.0,3822.0,0,True,False,
A,19920101,1992,52,1992,12,DZA,Algeria,M,Import,0,W00,World,0,W00,World,H0,HS,True,80610,"Fruit, edible; grapes, fresh",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100398.0,False,-1,,,False,100398.0,False,,False,89809.0,,89809.0,0,True,False,
A,19920101,1992,52,1992,36,AUS,Australia,X,Export,0,W00,World,0,W00,World,H0,HS,True,80610,"Fruit, edible; grapes, fresh",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16935758.0,False,-1,,,False,16935758.0,False,,False,,26371968.0,26371968.0,0,True,False,
A,19920101,1992,52,1992,50,BGD,Bangladesh,M,Import,0,W00,World,0,W00,World,H0,HS,True,80610,"Fruit, edible; grapes, fresh",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,74601.0,False,-1,,,False,74601.0,False,,False,128738.0,,128738.0,0,True,False,
A,19920101,1992,52,1992,68,BOL,Bolivia (Plurinational State of),M,Import,0,W00,World,0,W00,World,H0,HS,True,80610,"Fruit, edible; grapes, fresh",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,296187.0,False,-1,,,False,296187.0,False,,False,67994.0,,67994.0,0,True,False,
A,19920101,1992,52,1992,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H0,HS,True,80610,"Fruit, edible; grapes, fresh",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4786036.0,False,-1,,,False,4786036.0,False,,False,4787208.0,,4787208.0,0,True,False,
