typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
A,20170101,2017,52,2017,4,AFG,Afghanistan,M,Import,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,132929097.0,False,8,kg,132929097.0,False,132929097.0,False,0.0,False,13734600.55,,13734600.55,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2192065.27,False,-1,,0.0,False,2192065.27,False,0.0,False,1217951.682,,1217951.682,0,False,True,
A,20170101,2017,52,2017,52,BRB,Barbados,M,Import,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4272020.0,False,8,kg,4272020.0,False,4272020.0,False,,False,1870300.5,,1870300.5,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,3795.0,False,8,kg,3795.0,False,3795.0,False,0.0,False,3267.108,,3267.108,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,2188270.27,False,-1,,0.0,False,2188270.27,False,0.0,False,1214684.574,,1214684.574,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C01,Clearance for home use,0,0,TOTAL MOT,8,kg,599538.62,False,-1,,0.0,False,599538.62,False,0.0,False,209971.409,,209971.409,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C01,Clearance for home use,0,2100,Sea,8,kg,599538.62,False,-1,,0.0,False,599538.62,False,0.0,False,209971.409,,209971.409,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C20,CPC N.E.S.,0,0,TOTAL MOT,8,kg,1592526.65,False,8,kg,1592526.65,False,1592526.65,False,0.0,False,1007980.274,,1007980.274,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C20,CPC N.E.S.,0,1000,Air,8,kg,3795.0,False,8,kg,3795.0,False,3795.0,False,0.0,False,3267.108,,3267.108,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C20,CPC N.E.S.,0,2100,Sea,8,kg,1588731.65,False,8,kg,1588731.65,False,1588731.65,False,0.0,False,1004713.166,,1004713.166,0,False,True,
A,20170101,2017,52,2017,4,AFG,Afghanistan,X,Export,0,W00,World,0,W00,World,H2,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11951858.0,False,8,kg,11951858.0,False,11951858.0,False,0.0,False,,81581461.59,81581461.59,0,False,True,
A,20170101,2017,52,2017,8,ALB,Albania,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10096.0,False,8,kg,10096.0,False,10096.0,False,,False,18532.057,,18532.057,0,False,True,
A,20170101,2017,52,2017,8,ALB,Albania,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,108000.0,False,8,kg,108000.0,False,108000.0,False,,False,,124265.929,124265.929,0,False,True,
A,20170101,2017,52,2017,12,DZA,Algeria,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24000.0,False,8,kg,24000.0,False,24000.0,False,,False,79833.61,,79833.61,0,False,True,
A,20170101,2017,52,2017,12,DZA,Algeria,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,43869.0,False,8,kg,43869.0,False,43869.0,False,,False,,33970.66,33970.66,0,False,True,
A,20170101,2017,52,2017,20,AND,Andorra,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3285.6,False,8,kg,3285.6,False,3285.6,False,0.0,False,10722.767,,10722.767,0,False,True,
A,20170101,2017,52,2017,24,AGO,Angola,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20511.0,False,8,kg,20511.0,False,20180.97,False,,False,114132.84,96387.77,114132.84,0,False,True,
A,20170101,2017,52,2017,24,AGO,Angola,X,Export,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,8,kg,3.0,False,2.0,False,,False,,14.93,14.93,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1728.11,False,-1,,0.0,False,1728.11,False,0.0,False,4656.466,,4656.466,0,False,True,
A,20170101,2017,52,2017,31,AZE,Azerbaijan,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,77130.48,False,8,kg,77130.48,False,77130.48,False,0.0,False,178018.1,,178018.1,0,False,True,
A,20170101,2017,52,2017,31,AZE,Azerbaijan,X,Export,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2456.0,False,8,kg,2456.0,False,2456.0,False,0.0,False,,6601.06,6601.06,0,False,True,
A,20170101,2017,52,2017,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,109500.0,False,8,kg,109500.0,False,109500.0,False,,False,522652.51,512949.77,522652.51,0,False,True,
A,20170101,2017,52,2017,32,ARG,Argentina,X,Export,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,123107.88,False,8,kg,123107.88,False,123107.88,False,,False,,708579.67,708579.67,0,False,True,
A,20170101,2017,52,2017,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1776741.82,False,8,kg,1776741.82,False,1776741.82,False,0.0,False,8370074.585,8072129.903,8370074.585,0,False,True,
A,20170101,2017,52,2017,36,AUS,Australia,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18188.2,False,8,kg,18188.2,False,18188.2,False,18802.6,False,,137243.968,137243.968,0,False,True,
A,20170101,2017,52,2017,40,AUT,Austria,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5110004.983,True,-1,,0.0,False,5110004.983,True,,False,20398143.628,,20398143.628,0,False,True,
A,20170101,2017,52,2017,40,AUT,Austria,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3212561.237,True,-1,,0.0,False,3212561.237,True,,False,,13262618.932,13262618.932,0,False,True,
A,20170101,2017,52,2017,44,BHS,Bahamas,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1673.056,True,8,kg,1614.334,False,1673.056,True,0.0,False,35680.03,,35680.03,6,False,True,
A,20170101,2017,52,2017,48,BHR,Bahrain,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,786583.47,False,8,kg,786583.47,False,786583.47,False,,False,1427166.831,,1427166.831,0,False,True,
A,20170101,2017,52,2017,48,BHR,Bahrain,RX,Re-export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,71031.3,False,8,kg,71031.3,False,71031.3,False,,False,,6050.522,6050.522,0,False,True,
A,20170101,2017,52,2017,48,BHR,Bahrain,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,71031.3,False,8,kg,71031.3,False,71031.3,False,,False,,6050.522,6050.522,0,False,True,
A,20170101,2017,52,2017,50,BGD,Bangladesh,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,143.0,False,8,kg,143.0,False,143.0,False,0.0,False,335.81,,335.81,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,DX,Domestic Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100304.2,False,8,kg,100304.2,False,100304.2,False,,False,,31692.78,31692.78,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,FM,Foreign Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,244475.0,False,8,kg,244475.0,False,244475.0,False,,False,280988.01,,280988.01,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,244475.0,False,8,kg,244475.0,False,244475.0,False,,False,280988.01,,280988.01,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100304.2,False,8,kg,100304.2,False,100304.2,False,,False,,31692.78,31692.78,0,False,True,
A,20170101,2017,52,2017,52,BRB,Barbados,M,Import,0,W00,World,0,W00,World,H2,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3296.0,False,8,kg,3296.0,False,3296.0,False,,False,15460.5,,15460.5,0,False,True,
A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2698805.38,False,8,kg,2698805.38,False,2698805.38,False,0.0,False,9933652.885,0.0,9933652.885,0,False,True,
A,20170101,2017,52,2017,56,BEL,Belgium,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,763077.76,False,8,kg,763077.76,False,763077.76,False,0.0,False,0.0,3058176.948,3058176.948,0,False,True,
A,20170101,2017,52,2017,60,BMU,Bermuda,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7186.17,False,8,kg,7186.17,False,7186.17,False,,False,49803.02,,49803.02,0,False,True,
A,20170101,2017,52,2017,64,BTN,Bhutan,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,180.0,False,8,kg,180.0,False,180.0,False,0.0,False,1269.824,,1269.824,0,False,True,
A,20170101,2017,52,2017,70,BIH,Bosnia Herzegovina,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,436622.67,False,8,kg,436622.67,False,436622.67,False,,False,1099255.26,,1099255.26,0,False,True,
A,20170101,2017,52,2017,70,BIH,Bosnia Herzegovina,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8169.6,False,8,kg,8169.6,False,8169.6,False,,False,,43196.06,43196.06,0,False,True,
A,20170101,2017,52,2017,72,BWA,Botswana,DX,Domestic Export,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,8,kg,1.0,False,1.0,False,0.0,False,0.0,2.281,2.281,0,False,True,
A,20170101,2017,52,2017,72,BWA,Botswana,FM,Foreign Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1428.0,False,8,kg,1428.0,False,2179.38,False,0.0,False,5206.904,0.0,5206.904,0,False,True,
A,20170101,2017,52,2017,72,BWA,Botswana,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1428.0,False,8,kg,1428.0,False,2179.38,False,0.0,False,5206.904,0.0,5206.904,0,False,True,
A,20170101,2017,52,2017,72,BWA,Botswana,X,Export,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,8,kg,1.0,False,1.0,False,0.0,False,0.0,2.281,2.281,0,False,True,
A,20170101,2017,52,2017,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,415796.0,False,8,kg,415796.0,False,415796.0,False,0.0,False,1819168.0,1784054.0,1819168.0,0,False,True,
A,20170101,2017,52,2017,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1310726.0,False,8,kg,1310726.0,False,1313044.0,False,0.0,False,,6626545.0,6626545.0,0,False,True,
A,20170101,2017,52,2017,84,BLZ,Belize,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,194.37,False,8,kg,194.37,False,194.37,False,0.0,False,286.405,,286.405,0,False,True,
A,20170101,2017,52,2017,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1756.0,False,8,kg,1756.0,False,1756.0,False,,False,21891.745,,21891.745,0,False,True,
A,20170101,2017,52,2017,100,BGR,Bulgaria,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,439763.0,False,8,kg,439763.0,False,439763.0,False,,False,1007154.05,,1007154.05,0,False,True,
A,20170101,2017,52,2017,100,BGR,Bulgaria,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,102879.0,False,8,kg,102879.0,False,102879.0,False,,False,,317853.66,317853.66,0,False,True,
A,20170101,2017,52,2017,104,MMR,Myanmar,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,433.8,False,8,kg,433.8,False,433.8,False,0.0,False,5351.17,,5351.17,0,False,True,
A,20170101,2017,52,2017,108,BDI,Burundi,X,Export,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,False,8,kg,2.0,False,2000.0,False,,False,,57.799,57.799,0,False,True,
A,20170101,2017,52,2017,112,BLR,Belarus,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2730254.0,False,8,kg,2730254.0,False,2730254.0,False,,False,4195800.0,,4195800.0,0,False,True,
A,20170101,2017,52,2017,112,BLR,Belarus,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2597360.0,False,8,kg,2597360.0,False,2597360.0,False,,False,,1805300.0,1805300.0,0,False,True,
A,20170101,2017,52,2017,116,KHM,Cambodia,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19.415,True,-1,,0.0,False,19.415,True,0.0,False,83.13,,83.13,6,False,True,
A,20170101,2017,52,2017,120,CMR,Cameroon,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,604.72,False,8,kg,604.72,False,604.72,False,,False,2544.516,,2544.516,0,False,True,
A,20170101,2017,52,2017,24,AGO,Angola,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,3393.0,False,8,kg,3393.0,False,3391.97,False,,False,23081.94,10227.32,23081.94,0,False,True,
A,20170101,2017,52,2017,24,AGO,Angola,X,Export,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,3.0,False,8,kg,3.0,False,2.0,False,,False,,14.93,14.93,0,False,True,
A,20170101,2017,52,2017,31,AZE,Azerbaijan,X,Export,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,1104.0,False,8,kg,1104.0,False,1104.0,False,0.0,False,,2346.06,2346.06,0,False,True,
A,20170101,2017,52,2017,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,10570.0,False,8,kg,10570.0,False,10570.0,False,0.0,False,75594.471,53821.153,75594.471,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,DX,Domestic Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,6.0,False,8,kg,6.0,False,6.0,False,,False,,32.7,32.7,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,FM,Foreign Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,3.0,False,8,kg,3.0,False,3.0,False,,False,26.4,,26.4,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,3.0,False,8,kg,3.0,False,3.0,False,,False,26.4,,26.4,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,6.0,False,8,kg,6.0,False,6.0,False,,False,,32.7,32.7,0,False,True,
A,20170101,2017,52,2017,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,1310726.0,False,8,kg,1310726.0,False,1313044.0,False,0.0,False,,6626545.0,6626545.0,0,False,True,
A,20170101,2017,52,2017,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,585.0,False,8,kg,585.0,False,585.0,False,,False,11048.462,,11048.462,0,False,True,
A,20170101,2017,52,2017,100,BGR,Bulgaria,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,1000,Air,8,kg,155.0,False,8,kg,155.0,False,155.0,False,,False,,2854.737,2854.737,0,False,True,
A,20170101,2017,52,2017,24,AGO,Angola,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,17118.0,False,8,kg,17118.0,False,16789.0,False,,False,91050.9,86160.45,91050.9,0,False,True,
A,20170101,2017,52,2017,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,1728.11,False,-1,,0.0,False,1728.11,False,0.0,False,4656.466,,4656.466,0,False,True,
A,20170101,2017,52,2017,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,1766171.82,False,8,kg,1766171.82,False,1766171.82,False,0.0,False,8294480.115,8018308.75,8294480.115,0,False,True,
A,20170101,2017,52,2017,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,415796.0,False,8,kg,415796.0,False,415796.0,False,0.0,False,1819168.0,1784054.0,1819168.0,0,False,True,
A,20170101,2017,52,2017,84,BLZ,Belize,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,194.37,False,8,kg,194.37,False,194.37,False,0.0,False,286.405,,286.405,0,False,True,
A,20170101,2017,52,2017,96,BRN,Brunei Darussalam,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,1171.0,False,8,kg,1171.0,False,1171.0,False,,False,10843.283,,10843.283,0,False,True,
A,20170101,2017,52,2017,100,BGR,Bulgaria,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,20400.0,False,8,kg,20400.0,False,20400.0,False,,False,73104.719,,73104.719,0,False,True,
A,20170101,2017,52,2017,104,MMR,Myanmar,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,433.8,False,8,kg,433.8,False,433.8,False,0.0,False,5351.17,,5351.17,0,False,True,
A,20170101,2017,52,2017,70,BIH,Bosnia Herzegovina,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,3000,Land,8,kg,436622.67,False,8,kg,436622.67,False,436622.67,False,,False,1099255.26,,1099255.26,0,False,True,
A,20170101,2017,52,2017,70,BIH,Bosnia Herzegovina,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,3000,Land,8,kg,8169.6,False,8,kg,8169.6,False,8169.6,False,,False,,43196.06,43196.06,0,False,True,
A,20170101,2017,52,2017,8,ALB,Albania,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,3200,Road,8,kg,10096.0,False,8,kg,10096.0,False,10096.0,False,,False,18532.057,,18532.057,0,False,True,
A,20170101,2017,52,2017,8,ALB,Albania,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,3200,Road,8,kg,108000.0,False,8,kg,108000.0,False,108000.0,False,,False,,124265.929,124265.929,0,False,True,
A,20170101,2017,52,2017,31,AZE,Azerbaijan,M,Import,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,3200,Road,8,kg,77130.48,False,8,kg,77130.48,False,77130.48,False,0.0,False,178018.1,,178018.1,0,False,True,
A,20170101,2017,52,2017,31,AZE,Azerbaijan,X,Export,0,W00,World,0,W00,World,H4,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,3200,Road,8,kg,1352.0,False,8,kg,1352.0,False,1352.0,False,0.0,False,,4255.0,4255.0,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,DX,Domestic Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,3200,Road,8,kg,100098.2,False,8,kg,100098.2,False,100098.2,False,,False,,29916.88,29916.88,0,False,True,
A,20170101,2017,52,2017,51,ARM,Armenia,FM,Foreign Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,3200,Road,8,kg,121793.0,False,8,kg,121793.0,False,121793.0,False,,False,167846.92,,167846.92,0,False,True,
