typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
A,20110101,2011,52,2011,4,AFG,Afghanistan,M,Import,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,27692268.0,False,-1,,,False,27692268.0,False,,False,3335876.0,,3335876.0,0,True,False,
A,20110101,2011,52,2011,8,ALB,Albania,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,17395939.0,False,-1,,,False,17395939.0,False,,False,12933916.0,,12933916.0,0,True,False,
A,20110101,2011,52,2011,12,DZA,Algeria,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,245285019.0,False,-1,,,False,245285019.0,False,,False,188732034.0,,188732034.0,0,True,False,
A,20110101,2011,52,2011,20,AND,Andorra,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,278149.7,False,8,kg,278149.7,False,278149.7,False,0.0,False,454428.566,,454428.566,0,False,True,
A,20110101,2011,52,2011,24,AGO,Angola,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6327.0,False,-1,,,False,6327.0,False,,False,6405.0,,6405.0,0,True,False,
A,20110101,2011,52,2011,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H1,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,141163.0,False,-1,,,False,141163.0,False,,False,101186.0,,101186.0,0,False,False,
A,20110101,2011,52,2011,31,AZE,Azerbaijan,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,23089947.0,False,-1,,,False,23089947.0,False,,False,23556353.0,,23556353.0,0,True,False,
A,20110101,2011,52,2011,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,394881349.0,False,-1,,,False,394881349.0,False,,False,143693850.0,,143693850.0,0,True,False,
A,20110101,2011,52,2011,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,228258.0,False,-1,,,False,228258.0,False,,False,,700552.0,700552.0,0,True,False,
A,20110101,2011,52,2011,36,AUS,Australia,X,Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1271.0,False,-1,,,False,1271.0,False,,False,,7938.0,7938.0,0,True,False,
A,20110101,2011,52,2011,40,AUT,Austria,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,127007757.0,True,-1,,,False,127007757.0,True,,False,133088577.0,,133088577.0,6,True,False,
A,20110101,2011,52,2011,40,AUT,Austria,X,Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21295977.0,True,-1,,,False,21295977.0,True,,False,,25019968.0,25019968.0,6,True,False,
A,20110101,2011,52,2011,44,BHS,Bahamas,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1014136.0,False,-1,,,False,1014136.0,False,,False,5213129.0,,5213129.0,0,True,False,
A,20110101,2011,52,2011,48,BHR,Bahrain,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15651092.0,False,-1,,,False,15651092.0,False,,False,12464909.0,,12464909.0,0,True,False,
A,20110101,2011,52,2011,48,BHR,Bahrain,RX,Re-export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,612598.0,False,-1,,,False,612598.0,False,,False,,,252512.0,0,True,False,
A,20110101,2011,52,2011,48,BHR,Bahrain,X,Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,612598.0,False,-1,,,False,612598.0,False,,False,,252512.0,252512.0,0,True,False,
A,20110101,2011,52,2011,50,BGD,Bangladesh,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25.0,False,-1,,,False,25.0,False,,False,119.0,,119.0,0,True,False,
A,20110101,2011,52,2011,51,ARM,Armenia,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11025713.0,False,-1,,,False,11025713.0,False,,False,15441397.0,,15441397.0,0,True,False,
A,20110101,2011,52,2011,52,BRB,Barbados,M,Import,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3573825.0,False,-1,,,False,3573825.0,False,,False,1494115.0,,1494115.0,0,True,False,
A,20110101,2011,52,2011,52,BRB,Barbados,RX,Re-export,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,113.0,False,-1,,,False,113.0,False,,False,,,124.0,0,True,False,
A,20110101,2011,52,2011,52,BRB,Barbados,X,Export,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,113.0,False,-1,,,False,113.0,False,,False,,124.0,124.0,0,True,False,
A,20110101,2011,52,2011,56,BEL,Belgium,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,543416009.5,False,8,kg,543416009.5,False,543416009.5,False,0.0,False,576211056.737,,576211056.737,0,False,True,
A,20110101,2011,52,2011,56,BEL,Belgium,X,Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,501383979.85,False,8,kg,501383979.85,False,501383979.85,False,0.0,False,,494751388.059,494751388.059,0,False,True,
A,20110101,2011,52,2011,60,BMU,Bermuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,647664.0,True,-1,,,False,647664.0,True,,False,513323.0,,513323.0,6,True,False,
A,20110101,2011,52,2011,64,BTN,Bhutan,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,438247.0,False,-1,,,False,438247.0,False,,False,78891.0,,78891.0,0,True,False,
A,20110101,2011,52,2011,64,BTN,Bhutan,X,Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,-1,,,False,1000.0,False,,False,,54.0,54.0,0,True,False,
A,20110101,2011,52,2011,68,BOL,Bolivia (Plurinational State of),DX,Domestic Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,107902862.328,True,-1,,0.0,False,108239187.328,True,,False,,22381191.96,22381191.96,0,False,True,
A,20110101,2011,52,2011,68,BOL,Bolivia (Plurinational State of),M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,353.0,False,8,kg,353.0,False,353.45,False,,False,1689.7,1145.93,1689.7,0,False,True,
A,20110101,2011,52,2011,68,BOL,Bolivia (Plurinational State of),X,Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,107902862.328,True,-1,,0.0,False,108239187.328,True,,False,,22381191.96,22381191.96,0,False,True,
A,20110101,2011,52,2011,70,BIH,Bosnia Herzegovina,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,38033632.0,False,-1,,,False,38033632.0,False,,False,21504598.0,,21504598.0,0,True,False,
A,20110101,2011,52,2011,70,BIH,Bosnia Herzegovina,X,Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1938.0,False,-1,,,False,1938.0,False,,False,,7790.0,7790.0,0,True,False,
A,20110101,2011,52,2011,72,BWA,Botswana,DX,Domestic Export,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,548.55,False,8,kg,548.55,False,548.55,False,0.0,False,,1287.705,1287.705,0,False,True,
A,20110101,2011,52,2011,72,BWA,Botswana,M,Import,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6619984.64,False,8,kg,6619984.64,False,6619984.64,False,0.0,False,5046641.007,,5046641.007,0,False,True,
A,20110101,2011,52,2011,72,BWA,Botswana,X,Export,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,548.55,False,8,kg,548.55,False,548.55,False,0.0,False,,1287.705,1287.705,0,False,True,
A,20110101,2011,52,2011,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5488.0,False,8,kg,5488.0,False,5488.0,False,0.0,False,39919.0,35824.0,39919.0,0,False,True,
A,20110101,2011,52,2011,76,BRA,Brazil,X,Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,65201261.0,False,8,kg,64607261.0,False,110053925.0,False,0.0,False,,39247836.0,39247836.0,0,False,True,
A,20110101,2011,52,2011,84,BLZ,Belize,DX,Domestic Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,163387425.0,False,8,kg,163387425.0,False,163387425.0,False,0.0,False,,33902893.8,33902893.8,0,False,True,
A,20110101,2011,52,2011,84,BLZ,Belize,X,Export,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,163387425.0,False,8,kg,163387425.0,False,163387425.0,False,0.0,False,,33902893.8,33902893.8,0,False,True,
A,20110101,2011,52,2011,90,SLB,Solomon Isds,DX,Domestic Export,0,W00,World,0,W00,World,H2,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,660.0,False,8,kg,660.0,False,660.0,False,,False,,807.733,807.733,0,False,True,
