typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
A,20200101,2020,52,2020,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2017611.05,False,5,u,115406.0,False,2017611.05,False,0.0,False,1550728.054,,1550728.054,0,False,True,
A,20200101,2020,52,2020,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C00,TOTAL CPC,0,2100,Sea,8,kg,2017611.05,False,5,u,115406.0,False,2017611.05,False,0.0,False,1550728.054,,1550728.054,0,False,True,
A,20200101,2020,52,2020,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C01,Clearance for home use,0,0,TOTAL MOT,8,kg,1597.4,False,5,u,75.0,False,1597.4,False,0.0,False,3328.685,,3328.685,0,False,True,
A,20200101,2020,52,2020,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C01,Clearance for home use,0,2100,Sea,8,kg,1597.4,False,5,u,75.0,False,1597.4,False,0.0,False,3328.685,,3328.685,0,False,True,
A,20200101,2020,52,2020,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C20,CPC N.E.S.,0,0,TOTAL MOT,8,kg,2016013.65,False,5,u,115331.0,False,2016013.65,False,0.0,False,1547399.368,,1547399.368,0,False,True,
A,20200101,2020,52,2020,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80300,"Fruit, edible; bananas, (including plantains), fresh or dried",6,True,C20,CPC N.E.S.,0,2100,Sea,8,kg,2016013.65,False,5,u,115331.0,False,2016013.65,False,0.0,False,1547399.368,,1547399.368,0,False,True,
A,20200101,2020,52,2020,8,ALB,Albania,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22526.2,False,8,kg,22526.2,False,22526.2,False,0.0,False,62435.604,0.0,62435.604,0,False,True,
A,20200101,2020,52,2020,8,ALB,Albania,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,213501.0,False,8,kg,213501.0,False,213501.0,False,0.0,False,0.0,313729.408,313729.408,0,False,True,
A,20200101,2020,52,2020,20,AND,Andorra,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1570.5,False,8,kg,1570.5,False,1570.5,False,0.0,False,8193.005,,8193.005,0,False,True,
A,20200101,2020,52,2020,24,AGO,Angola,DX,Domestic Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,148.0,False,8,kg,148.0,False,148.0,False,0.0,False,,12.591,12.591,0,False,True,
A,20200101,2020,52,2020,24,AGO,Angola,FM,Foreign Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11582.55,False,8,kg,11582.55,False,11582.55,False,0.0,False,25726.954,,25726.954,0,False,True,
A,20200101,2020,52,2020,24,AGO,Angola,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11582.55,False,8,kg,11582.55,False,11582.55,False,0.0,False,25726.954,,25726.954,0,False,True,
A,20200101,2020,52,2020,24,AGO,Angola,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,148.0,False,8,kg,148.0,False,148.0,False,0.0,False,,12.591,12.591,0,False,True,
A,20200101,2020,52,2020,28,ATG,Antigua and Barbuda,M,Import,0,W00,World,0,W00,World,H3,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1053.24,False,5,u,594.0,False,1053.24,False,0.0,False,3264.041,,3264.041,0,False,True,
A,20200101,2020,52,2020,31,AZE,Azerbaijan,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,54361.8,False,8,kg,54361.8,False,54361.8,False,0.0,False,167149.42,,167149.42,0,False,True,
A,20200101,2020,52,2020,31,AZE,Azerbaijan,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1548.0,False,8,kg,1548.0,False,1548.0,False,0.0,False,,3014.12,3014.12,0,False,True,
A,20200101,2020,52,2020,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,80500.0,False,8,kg,80500.0,False,80500.0,False,0.0,False,298735.67,290946.99,298735.67,0,False,True,
A,20200101,2020,52,2020,32,ARG,Argentina,X,Export,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,104109.9,False,8,kg,104109.9,False,104109.9,False,0.0,False,0.0,305598.3,305598.3,0,False,True,
A,20200101,2020,52,2020,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H5,HS,True,80420,"Fruit, edible; figs, fresh or dried",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1645078.4,False,8,kg,1645078.4,False,1645078.4,False,0.0,False,6854898.753,6592489.939,6854898.753,0,False,True,
